Position,Track_Name,Artist,URL
47,"Yıkılmam Asla","Ayça Özefe",https://open.spotify.com/track/3t2nEhZ1dkAIvG4KyJd1LR
48,"Teni Tenime","Sena Şener",https://open.spotify.com/track/4rHShZ4XGtYTBhBmBsM4GL
49,Yıkılır,Ados,https://open.spotify.com/track/13HFzd7WkCb8lEcFVpN0lG
50,"Bal Böceği","Barış Manço",https://open.spotify.com/track/6o7lNELuxGERPZ9rBede8M
1,"ily (i love you baby) (feat. Emilee)","Surf Mesa",https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
2,"Tom's Diner",AnnenMayKantereit,https://open.spotify.com/track/0oA9wBGDY4uyILLg4GymWP
3,"Daha Mutlu Olamam","mor ve ötesi",https://open.spotify.com/track/32VgH3g8D7l7ZuT74FgdPY
4,"Bırakma Kendini","Kaan Boşnak",https://open.spotify.com/track/087cds8zjbUmokjg2jdMOp
5,"Луна не знает пути",Тайпан,https://open.spotify.com/track/2erwvnNpf1mIyC0M6F7KDg
6,"Seni Dert Etmeler",Madrigal,https://open.spotify.com/track/2Aq4sw2LKalsQ7m4pzLZ88
7,"Ortam Kızı 2","Halil İbrahim Çin",https://open.spotify.com/track/3ARyyMFhvTbJQBnEg0s8OQ
8,"Mert KIYAK - Gel","Mert Kıyak",https://open.spotify.com/track/7r36IPB6w0rPWMBDVJPshI
9,"I Like Him","Princess Nokia",https://open.spotify.com/track/68UU9oaQtMDnh6PRlW842H
10,Gidemiyom,"Gamze Ökten",https://open.spotify.com/track/50tGFnMjB7akNAls1qXJKv
11,"Ay Işığında","Nermine Memmedova",https://open.spotify.com/track/20HAyFqvjXcUHvIkJ8PnHF
12,roxstar,"Bangers Only",https://open.spotify.com/track/5l8rugpVIdln5jHvEQLNla
13,Yağmurlar,"Anıl Piyancı",https://open.spotify.com/track/3aX0N8IdY9rECrbuuR4FMp
14,"Wild World - 2009 Remastered Version","Mr. Big",https://open.spotify.com/track/2kj5f1eRhUFhW6K0qUwoD8
15,"Луна не знает пути (Demo Version)",Тайпан,https://open.spotify.com/track/39yamZ1XJQBPkRDIBCWcwl
16,Djadja,"Aya Nakamura",https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh
17,"Play Date","Melanie Martinez",https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
18,"Sar Bu Şehri (Akustik)",Canozan,https://open.spotify.com/track/4YiW28JXKVnk0wGTLUfUz8
19,Sağanak,Aspova,https://open.spotify.com/track/5dxswPRA3fzRsFugp11ws3
20,"Rakı Beyazım","Eylül Öztürk",https://open.spotify.com/track/6Gwv03FwZ9MEuqQLlgT1hQ
21,"Sevmek İstiyorum","Erkut Taçkın",https://open.spotify.com/track/2jjjFfFZFR1zlaXeGKhacv
22,Yıkılır,Ados,https://open.spotify.com/track/13HFzd7WkCb8lEcFVpN0lG
23,"Pusu Kuracaklar","Sabri Örge",https://open.spotify.com/track/5tB6fvAf2fIQDPoauopLj1
24,"Bir Sana Bir De Bana","Baba Zula",https://open.spotify.com/track/0b83EVqnn2eJGjKvEuIuXt
25,Bugün,"Şebnem Ferah",https://open.spotify.com/track/6Yqwe9yJsvaX3Ffge75XDP
26,"Ты мой кайф","Dzharo & Khanza",https://open.spotify.com/track/2MHSX5b2U5DEeebmpuX8Ha
27,"Bal Böceği","Barış Manço",https://open.spotify.com/track/6o7lNELuxGERPZ9rBede8M
28,"Don't Rush (feat. Headie One)","Young T & Bugsey",https://open.spotify.com/track/7LRmDx4pMTQuOBBwRT1MCT
29,"Nude Atar Mısın - Radio Edit","Ramil Shadman",https://open.spotify.com/track/6k6NGPdudDULl7C7aMRDx6
30,Suç,Aspova,https://open.spotify.com/track/47Ean8ZLIyDCSMz9wS0Za7
31,"O Ben Olamam","Mavi Gri",https://open.spotify.com/track/3jwAjmoSIleloreUAmTkBI
32,"Beni Kendinden Kurtar","Perdenin Ardındakiler",https://open.spotify.com/track/15XIirnxN07thDhFLuFbH6
33,"Seviyo mu? Sevmiyo mu?","Zeki Güner",https://open.spotify.com/track/4WBndiNgcdZbsHvCNl2eOI
34,Homage,"Mild High Club",https://open.spotify.com/track/7pegxVesMmE2qK0o58xoFG
35,Savage,"Megan Thee Stallion",https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
36,"Teni Tenime","Sena Şener",https://open.spotify.com/track/4rHShZ4XGtYTBhBmBsM4GL
37,"Boss Bitch","Doja Cat",https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
38,"Deep End Freestyle","Sleepy Hallow",https://open.spotify.com/track/4zTPYAf5scZdp0LnwPPeWK
39,"The March","Arcadian Child",https://open.spotify.com/track/2ujk0Bq9fe9aWV8FTLjqi1
40,"death bed (coffee for your head) (feat. beabadoobee)",Powfu,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
41,Kalmam,"Ebru Yaşar",https://open.spotify.com/track/5dCXnMbtn7Uzb4lHolYUPd
42,"Dönme Dolap","Aylin Yeliz",https://open.spotify.com/track/3jAsCua8Hc59ovya4WPRc2
43,"Dünyadan Uzak",Pinhani,https://open.spotify.com/track/4KhTyJ1cJeHaY4ZS2u3e6A
44,"Завяла роза",NeyWein,https://open.spotify.com/track/2RQ1X5TKvoKiOeyZv0bD5W
45,Skechers,DripReport,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
46,Git,Tuğkan,https://open.spotify.com/track/74X5unR9tSMdpDiLiIX9Mu
47,Amy,Dega,https://open.spotify.com/track/6oafz8lWdUukMHKucmblnt
48,"En Büyük Hatanım",Sancak,https://open.spotify.com/track/0Tm6VZ5nwe5Lrso9j1Bx0U
49,"Hayatta Kal","Anıl Selvi",https://open.spotify.com/track/2G9lqpZWUas64G0P3oTSaJ
50,"Yıkılmam Asla","Ayça Özefe",https://open.spotify.com/track/3t2nEhZ1dkAIvG4KyJd1LR
1,"ily (i love you baby) (feat. Emilee)","Surf Mesa",https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
2,"Daha Mutlu Olamam","mor ve ötesi",https://open.spotify.com/track/32VgH3g8D7l7ZuT74FgdPY
3,"Луна не знает пути",Тайпан,https://open.spotify.com/track/2erwvnNpf1mIyC0M6F7KDg
4,"Tom's Diner",AnnenMayKantereit,https://open.spotify.com/track/0oA9wBGDY4uyILLg4GymWP
5,"Seni Dert Etmeler",Madrigal,https://open.spotify.com/track/2Aq4sw2LKalsQ7m4pzLZ88
6,Djadja,"Aya Nakamura",https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh
7,"Wild World - 2009 Remastered Version","Mr. Big",https://open.spotify.com/track/2kj5f1eRhUFhW6K0qUwoD8
8,"Bir Sana Bir De Bana","Baba Zula",https://open.spotify.com/track/0b83EVqnn2eJGjKvEuIuXt
9,"Mert KIYAK - Gel","Mert Kıyak",https://open.spotify.com/track/7r36IPB6w0rPWMBDVJPshI
10,Yağmurlar,"Anıl Piyancı",https://open.spotify.com/track/3aX0N8IdY9rECrbuuR4FMp
11,"Луна не знает пути (Demo Version)",Тайпан,https://open.spotify.com/track/39yamZ1XJQBPkRDIBCWcwl
12,"Hayatımın Nakaratı","Görkem Sağlam",https://open.spotify.com/track/2L5i99cJ6TCHb7qGw2aQu5
13,"Sevmek İstiyorum","Erkut Taçkın",https://open.spotify.com/track/2jjjFfFZFR1zlaXeGKhacv
14,"Sar Bu Şehri (Akustik)",Canozan,https://open.spotify.com/track/4YiW28JXKVnk0wGTLUfUz8
15,"Nude Atar Mısın - Radio Edit","Ramil Shadman",https://open.spotify.com/track/6k6NGPdudDULl7C7aMRDx6
16,Bugün,"Şebnem Ferah",https://open.spotify.com/track/6Yqwe9yJsvaX3Ffge75XDP
17,Homage,"Mild High Club",https://open.spotify.com/track/7pegxVesMmE2qK0o58xoFG
18,"I Like Him","Princess Nokia",https://open.spotify.com/track/68UU9oaQtMDnh6PRlW842H
19,"Kopardılar Seni Benden","Yaren Doğan",https://open.spotify.com/track/23dmF1QdE2kJGElrJusicX
20,"The March","Arcadian Child",https://open.spotify.com/track/2ujk0Bq9fe9aWV8FTLjqi1
21,"Fikrimin İnce Gülü",Özdemir,https://open.spotify.com/track/5LsG5KmzRTyA3qlAdNwHTJ
22,Thunder,Catnapp,https://open.spotify.com/track/1d4m1qmn5Bu2Y7dXBCM1kw
23,"Play Date","Melanie Martinez",https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
24,"Love Show Me What to Do","Wayne Murray",https://open.spotify.com/track/1KPSj7nuDKvdFrLHMN2C1s
25,"Toosie Slide",Drake,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
26,Yıkılır,Ados,https://open.spotify.com/track/13HFzd7WkCb8lEcFVpN0lG
27,"Don't Rush (feat. Headie One)","Young T & Bugsey",https://open.spotify.com/track/7LRmDx4pMTQuOBBwRT1MCT
28,"O Ben Olamam","Mavi Gri",https://open.spotify.com/track/3jwAjmoSIleloreUAmTkBI
29,"Hayatta Kal","Anıl Selvi",https://open.spotify.com/track/2G9lqpZWUas64G0P3oTSaJ
30,Skechers,DripReport,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
31,"death bed (coffee for your head) (feat. beabadoobee)",Powfu,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
32,Rolex,"Ayo & Teo",https://open.spotify.com/track/0pSBuHjILhNEo55xK1zrRt
33,"Beni Kendinden Kurtar","Perdenin Ardındakiler",https://open.spotify.com/track/15XIirnxN07thDhFLuFbH6
34,"Ты мой кайф","Dzharo & Khanza",https://open.spotify.com/track/2MHSX5b2U5DEeebmpuX8Ha
35,Savage,"Megan Thee Stallion",https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
36,"Sve Je Laž","Dino Merlin",https://open.spotify.com/track/4yFccPfzKmgIMb44c0J0a5
37,Kalmam,"Ebru Yaşar",https://open.spotify.com/track/5dCXnMbtn7Uzb4lHolYUPd
38,"En el Aire","Vega Almohalla",https://open.spotify.com/track/6T3O2ghWXY2eJHdlHh6iFN
39,Perişanım,Edis,https://open.spotify.com/track/2a6bzWnkJpZi7mFec9JlIA
40,"Where Is My Mind?",Pixies,https://open.spotify.com/track/6mcxQ1Y3uQRU0IHsvdNLH1
41,"Boss Bitch","Doja Cat",https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
42,"Açar Kalbini",merhababensokak,https://open.spotify.com/track/3XwG5iGrDpNubJ6Po2FRvn
43,"Acının İlacı",Adamlar,https://open.spotify.com/track/3xegx5QZeKRjlLTUN1xfX1
44,Kader,Moskape,https://open.spotify.com/track/7gxZvLwf602Z4RffNLcMVb
45,"We are Young","The Mayries",https://open.spotify.com/track/3lmVxRzXSE6Ls94GwWZ5pu
46,"Sözlerimi Geri Alamam","Bulutsuzluk Özlemi",https://open.spotify.com/track/4FBgQwOm7A2Q6Ouel4N8zM
47,"Bal Böceği","Barış Manço",https://open.spotify.com/track/6o7lNELuxGERPZ9rBede8M
48,"Astronomia 2K19 - Radio Edit","Stephan F",https://open.spotify.com/track/56Z3lLPTcozYkoAl9HsQLI
49,Comatose,"Soul Sacrifice",https://open.spotify.com/track/6Y7Xb812mBROgtw1dZogLd
50,"Teni Tenime","Sena Şener",https://open.spotify.com/track/4rHShZ4XGtYTBhBmBsM4GL
1,"ily (i love you baby) (feat. Emilee)","Surf Mesa",https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
2,"Луна не знает пути",Тайпан,https://open.spotify.com/track/2erwvnNpf1mIyC0M6F7KDg
3,"Tom's Diner",AnnenMayKantereit,https://open.spotify.com/track/0oA9wBGDY4uyILLg4GymWP
